,id,priceLabel,name,brandId,brandName,imageLink,desc,vendor,print,material,cashmere
1644,464070588,79.5,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/5c/44/5c44a41eb57225b4ca99809928595b8e_best.jpg,"A paisley pattern stamps a handsome tie cut from pure silk. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_paisley,_silk,False
1646,454828079,85.0,Ted Baker London Woven Silk Tie,2098,Ted Baker,http://bim.shopstyle.com/pim/a5/c1/a5c1b45875b95ac605e4272018f87622_best.jpg,"A clean dot grid defines a sharp tie cut from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ted Baker London; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1647,464925898,59.5,Ted Baker London Woven Silk Bow Tie,2098,Ted Baker,http://bim.shopstyle.com/pim/f8/af/f8af4603bdfccdb848a5cdf57744ce80_best.jpg,"Dapper dots punctuate a handsome bow tie cut from pure Italian silk. <ul> <li>2 1/2"" bow height.</li> <li>Untied; adjustable.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ted Baker London; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1648,465025108,205.0,Ermenegildo Zegna Woven Silk Tie,1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/ec/3e/ec3e374e1bf2f8ae39d8b5cbb6422c2e_best.jpg,"A subtle fountain-pen print stamps a sharp tie cut from pure silk. <ul> <li>3 1/2"" width; 58 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ermenegildo Zegna; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_print,_silk,False
1650,459740852,155.0,Canali Woven Silk Tie,891,Canali,http://bim.shopstyle.com/pim/4d/f7/4df767617419b157079f66ce7a60c61c_best.jpg,"A clean geometric motif defines a rich tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Canali; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1651,461718406,190.0,Salvatore Ferragamo Butterfly Woven Silk Tie,1948,Salvatore Ferragamo,http://bim.shopstyle.com/pim/3e/22/3e2268d9b7778d701dc75932f57e2aad_best.jpg,"A charming butterfly print marks a fun, Italian silk tie fluttering with style. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Salvatore Ferragamo; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_print,_silk,False
1652,464668937,190.0,Salvatore Ferragamo Whale Print Silk Tie,1948,Salvatore Ferragamo,http://bim.shopstyle.com/pim/9b/6b/9b6b5b0aa1fc775e2f4a6a3577eac43a_best.jpg,"A playful whale print adds charm to a sharp tie cut from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Salvatore Ferragamo; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_print,_silk,False
1653,465025131,205.0,Ermenegildo Zegna Woven Silk Tie,1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/5d/f9/5df988cbf0f0dba0f6e9f0231e41f5a9_best.jpg,"A subtle fountain-pen print stamps a sharp tie cut from pure silk. <ul> <li>3 1/2"" width; 58 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ermenegildo Zegna; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_print,_silk,False
1654,454828754,85.0,Ted Baker London Woven Silk Tie,2098,Ted Baker,http://bim.shopstyle.com/pim/ea/ee/eaee7c235c54d3cd19769fb4c1dceb57_best.jpg,"Rich tonal paisley marks a handsome tie cut from pure silk. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ted Baker London; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_paisley,_silk,False
1656,461650539,95.0,BOSS HUGO BOSS Woven Silk Tie,267,HUGO BOSS,http://bim.shopstyle.com/pim/7d/c4/7dc47d90fabfd9cf0d4813cb9791f92d_best.jpg,"A geo-grid pattern and tonal stripes elevate a sharp Italian tie cut from pure silk. <ul> <li>3"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Hugo Boss; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
1657,464306508,79.5,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/9b/26/9b26fa2cab02dbfd4b5b2b5d8fd86602_best.jpg,"A richly colored geometric grid defines a bold tie cut from pure silk. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1658,449655495,49.5,John W. Nordstrom® Silk Bow Tie,1386,John W. Nordstrom,http://bim.shopstyle.com/pim/7c/89/7c89d8b058be0e08ec960ce2cc491ef4_best.jpg,"A refined floral pattern adds a charming touch to an elegantly textured bow tie spun from pure silk. <ul> <li>2 1/2"" bow width.</li> <li>Untied; adjustable.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By John W. Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1659,459273179,75.0,J.Z. Richards Printed Silk Tie,0,,http://bim.shopstyle.com/pim/31/97/3197ad2e9b89b66c10be3672a3bd529e_best.jpg,"A rich geometric motif defines a bold tie cut from pure silk. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1660,464926794,85.0,John W. Nordstrom® Woven Silk Tie,1386,John W. Nordstrom,http://bim.shopstyle.com/pim/1a/e1/1ae183acace681e70bc40c3d289114e4_best.jpg,"Rich paisley patterns a handsome tie woven from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By John W. Nordstrom; made in Italy.</li> </ul>",Nordstrom,_paisley,_silk,False
1661,383338698,140.0,Yves Saint Laurent Beauty Yves Saint Laurent 'Paris' Woven Silk Bow Tie,2263,Yves Saint Laurent,http://bim.shopstyle.com/pim/19/34/1934399fced0a9ff2aa92c58682ea4ae_best.jpg,A dapper bow tie is handwoven from pure silk with a soft satin feel. <ul> <li>100% silk; dry clean.</li> <li>By Yves Saint Laurent; made in France.</li> <li>Men's Designer.</li> </ul>,Nordstrom,unknown,_silk,False
1662,453677139,49.5,John W. Nordstrom® Silk Bow Tie,1386,John W. Nordstrom,http://bim.shopstyle.com/pim/e7/a2/e7a261ed3132a18c3732d2be0b910cab_best.jpg,"Sharp, two-tone plaid defines a classic bow tie cut from pure silk. <ul> <li>2 1/2"" bow width.</li> <li>Untied; adjustable.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By John W. Nordstrom; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_plaid,_silk,False
1665,461718602,190.0,Salvatore Ferragamo Penguin Woven Silk Tie,1948,Salvatore Ferragamo,http://bim.shopstyle.com/pim/bd/46/bd4604ece0e8a97ddba768ebbc38676b_best.jpg,"Sporting their hats and scarves, a colony of penguins lines up in droves on a fun wintery tie crafted in Italy from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Salvatore Ferragamo; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1666,464073984,79.5,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/fa/8b/fa8b6194c20c2cadebaa123ba925b8b6_best.jpg,"Rich, colorful paisley defines a bold tie cut from pure silk. <ul> <li>3 1/4"" regular width; 57"" length.</li> <li>3 1/2"" x-long width; 63"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_paisley,_silk,False
1667,464926802,49.5,Michael Kors 'Mt. Supery Stripe' Woven Silk Tie,391,Michael Kors,http://bim.shopstyle.com/pim/e7/28/e7289f684fc79529849e3170cba08e60_best.jpg,"Handsome stripes mark a modern tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Michael Kors; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
1668,465025271,205.0,Ermenegildo Zegna Woven Silk Tie,1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/37/ec/37ec6eb26b039ad8ac27f80a9261deb6_best.jpg,"Ermenegildo Zegna's attention to detail is evident in the woven medallion pattern on this handsome silk tie crafted in Italy. <ul> <li>3 1/2"" width; 58 1/2"" regular length; 62"" x-long length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ermenegildo Zegna; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1669,457164055,155.0,Yves Saint Laurent Beauty Yves Saint Laurent Woven Silk Tie,2263,Yves Saint Laurent,http://bim.shopstyle.com/pim/21/2f/212f1c6feee21d107a61270d7b40ed7d_best.jpg,"A branded, geometric design patterns a smart silk tie crafted in France. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Yves Saint Laurent; made in France.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
1670,461936390,205.0,Ermenegildo Zegna Woven Silk Tie,1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/2a/d2/2ad2f52ef9c6073bb4c6f99b5760f423_best.jpg,"A handsome geometric motif defines a sharp tie cut from pure silk. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ermenegildo Zegna; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1672,465397652,230.0,Brioni Woven Silk Tie,859,Brioni,http://bim.shopstyle.com/pim/65/a3/65a3d144855c966d2444cb30647b3b03_best.jpg,"A charming medallion grid marks a handsome tie cut from pure silk. <ul> <li>3"" width; 59 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Brioni; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1675,461124436,39.5,1901 'Sucre' Woven Silk Tie,0,,http://bim.shopstyle.com/pim/ca/bc/cabcfb0ad2d580a4bcde7dcb9f850baa_best.jpg,"Textured dots and floral medallions update a sharp tie cut from pure silk. <ul> <li>2 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By 1901; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1676,462299642,65.0,David Donahue Silk Bow Tie,1041,David Donahue,http://bim.shopstyle.com/pim/bc/0e/bc0e1cbab3817eaa46af36de19647596_best.jpg,"A textured, geometric weave lends subtle dimension to a bow tie cut from pure silk. <ul> <li>100% silk.</li> <li>Dry clean.</li> <li>By David Donahue; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1677,463462774,15.0,The Tie Bar Silk Paisley Tie,30134,The Tie Bar,http://bim.shopstyle.com/pim/0d/17/0d17575b2c9eb2cc6c4687f553a65530_best.jpg,"Detailed with an intricate tonal paisley motif, a modern, slim-cut silk tie features a stain-resistant finish to keep you looking sharp. <ul> <li>2 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By The Tie Bar; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_paisley,_silk,False
1678,465397678,230.0,Brioni Woven Silk Tie,859,Brioni,http://bim.shopstyle.com/pim/13/4f/134f17af073575406b710f0b3a8589e5_best.jpg,"A tight dot grid marks a versatile tie cut from pure silk. <ul> <li>3"" width; 59 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Brioni; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1679,461936451,205.0,Ermenegildo Zegna Woven Silk Tie,1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/60/2b/602b1cb89928c2a1c45997d4185d516a_best.jpg,"Hearty paisley marks a richly textured tie cut from pure silk. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ermenegildo Zegna; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_paisley,_silk,False
1680,445959929,154.0,Yves Saint Laurent Beauty Yves Saint Laurent Woven Silk Tie,2263,Yves Saint Laurent,http://bim.shopstyle.com/pim/65/4a/654a210c19ce66b0d7c903ab0ca502c8_best.jpg,"Steely stripes line a textured tie cut from pure silk. <ul> <li>3"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Yves Saint Laurent; made in France.</li> <li>Men's Designer.</li> </ul>",Nordstrom,_striped,_silk,False
1681,450441788,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/a0/37/a0374fd9284606f81c2167951c8b9c1e_best.jpg,"Sharp stripes define a versatile tie cut from pure silk. <ul> <li>3 1/2"" width; 59"" length (size Regular).</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
1682,457242729,115.0,The Kooples Woven Silk Tie,28721,The Kooples,http://bim.shopstyle.com/pim/42/b6/42b6b1c66e4087c736d39f908566fb20_best.jpg,"A neutral camo motif patterns a slim tie woven from fine, lustrous silk. <ul> <li>2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>The Kooples; imported.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
1683,458820440,95.0,BOSS HUGO BOSS Woven Silk Tie,267,HUGO BOSS,http://bim.shopstyle.com/pim/8a/4e/8a4e342a15c9cac8bbad64852bb5d37e_best.jpg,"A lustrous geometric motif patterns a handsome silk tie crafted in Italy. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Hugo Boss; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1684,459603232,155.0,Canali Woven Silk Tie,891,Canali,http://bim.shopstyle.com/pim/c6/ca/c6ca119d7283f72d01bb2e57d1cb58f7_best.jpg,"Rich stripes touch up a well-made tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Canali; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
1685,464084293,95.0,Todd Snyder White Label Woven Silk Tie,30953,Todd Snyder,http://bim.shopstyle.com/pim/96/aa/96aa8dae470056f6b3b9485c4a8f46fd_best.jpg,"Refined pin dots style an elegant tie crafted from pure silk. <ul> <li>3"" width; 57 1/2"" length.</li> <li>100% silk.</li> <li>Spot clean.</li> <li>By Todd Snyder White Label; made in the USA of imported fabric.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1686,464084320,75.0,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/b2/63/b26397c7e747b4b05a28b07a730adc91_best.jpg,"Textured diagonal stripes lend lustrous dimension to a pure silk tie. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 57 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
1687,464927955,49.5,Michael Kors 'Watermark Plaid' Woven Silk Tie,391,Michael Kors,http://bim.shopstyle.com/pim/dd/6d/dd6d2da3f6e2ea86f1521219d227b725_best.jpg,"Handsome checks mark a versatile tie crafted in the USA from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Michael Kors; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1688,454831432,115.0,David Donahue Woven Silk Tie,1041,David Donahue,http://bim.shopstyle.com/pim/66/85/66851b31619eea36e1e674d57a902ac9_best.jpg,"A sharp floral grid touches up a handsome tie cut from pure Italian silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By David Donahue; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1690,457289198,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/f3/46/f3468e317733789265e1ff291ad01bd2_best.jpg,"Bold stripes angle across a handsome tie cut from pure silk. <ul> <li>3 1/2"" width; 63"" x-long length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
1691,459273518,115.0,BOSS HUGO BOSS Woven Silk Tie,267,HUGO BOSS,http://bim.shopstyle.com/pim/4c/ee/4cee726cd62c8f4f0dbfda159cad4912_best.jpg,"Tonal texture stripes mark a sharp tie cut from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Hugo Boss; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
1692,459603259,115.0,David Donahue Woven Silk Tie,1041,David Donahue,http://bim.shopstyle.com/pim/25/b6/25b61e13524f972e4ea9b23856568f21_best.jpg,"Sharp stripes detail a handsome tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By David Donahue; made in the USA of imported fabric.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
1693,441247637,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/34/2a/342a842f78a6ca6fedf1832fac606327_best.jpg,"Diagonal stripes add a bit of color to a smart tie made in America from pure silk. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
1695,460135937,125.0,Eton Woven Silk Tie,5382,Eton,http://bim.shopstyle.com/pim/2e/af/2eafd4d1a62bb7d5b8fa70e6ea3398af_best.jpg,"Refined gridwork textures a lustrous silk tie crafted in England. <ul> <li>3"" width; 56"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Eton; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1696,460647070,125.0,Paul Smith Woven Silk Tie,1795,Paul Smith,http://bim.shopstyle.com/pim/ce/a6/cea680f4c13574dd91a710a1a377bc1a_best.jpg,"You're a star (and you know it) so don't be afraid to flaunt it. Embroidered stars pattern a fun, handsome silk tie crafted in Italy. <ul> <li>2 1/2"" width; 56"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Paul Smith; made in Italy.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
1698,462837492,155.0,Etro Woven Silk Tie,1146,Etro,http://bim.shopstyle.com/pim/34/7f/347f1fddd735eb2dc23f6f68269d6467_best.jpg,"Fine woven squares pattern a handsome, Italian-crafted silk tie. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Etro; made in Italy.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
1699,464094577,95.0,John Varvatos Star USA Woven Silk Tie,1385,John Varvatos,http://bim.shopstyle.com/pim/4b/02/4b021173c3f8303c41107bd6d9893e17_best.jpg,"A distinct plaid design textures a handsome, American-made tie crafted from pure Italian silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By John Varvatos Star USA; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_plaid,_silk,False
